study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2743	ERP000991	SAMEA1322942	ERS070256	ERX030924	ERR053876	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053876/ERR053876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053876/ERR053876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053876/ERR053876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053876/ERR053876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110314_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322942	ERS070256	ERX030925	ERR053877	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053877/ERR053877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053877/ERR053877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053877/ERR053877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053877/ERR053877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322874	ERS070257	ERX030926	ERR053878	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053878/ERR053878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053878/ERR053878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053878/ERR053878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053878/ERR053878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322874	ERS070257	ERX030927	ERR053879	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053879/ERR053879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053879/ERR053879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053879/ERR053879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053879/ERR053879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-211_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322859	ERS070258	ERX030928	ERR053880	884342	Heliconius pardalinus sergestus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053880/ERR053880_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053880/ERR053880_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053880/ERR053880_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053880/ERR053880_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-212_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-212_110704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-212_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-212_110704_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322883	ERS070259	ERX030929	ERR053881	884342	Heliconius pardalinus sergestus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053881/ERR053881_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053881/ERR053881_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053881/ERR053881_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053881/ERR053881_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-213_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-213_110704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-213_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-213_110704_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322892	ERS070260	ERX030930	ERR053882	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053882/ERR053882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053882/ERR053882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053882/ERR053882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053882/ERR053882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_100927_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_100927_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322892	ERS070260	ERX030931	ERR053883	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053883/ERR053883_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053883/ERR053883_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053883/ERR053883_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053883/ERR053883_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110314_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322892	ERS070260	ERX030932	ERR053884	884342	Heliconius pardalinus sergestus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053884/ERR053884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053884/ERR053884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053884/ERR053884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053884/ERR053884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-214_110704_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322879	ERS070261	ERX030933	ERR053885	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053885/ERR053885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053885/ERR053885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053885/ERR053885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053885/ERR053885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322879	ERS070261	ERX030934	ERR053886	884342	Heliconius pardalinus sergestus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053886/ERR053886_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053886/ERR053886_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053886/ERR053886_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053886/ERR053886_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110314_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322879	ERS070261	ERX030935	ERR053887	884342	Heliconius pardalinus sergestus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053887/ERR053887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053887/ERR053887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053887/ERR053887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053887/ERR053887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-sergestus_09-325_110704_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322950	ERS070262	ERX030936	ERR053888	1109110	Heliconius pardalinus butleri	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053888/ERR053888_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053888/ERR053888_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053888/ERR053888_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053888/ERR053888_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-105_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-105_110704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-105_110704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-105_110704_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322932	ERS070263	ERX030937	ERR053889	1109110	Heliconius pardalinus butleri	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053889/ERR053889_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053889/ERR053889_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053889/ERR053889_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053889/ERR053889_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-106_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-106_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-106_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-106_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322905	ERS070264	ERX030938	ERR053890	1109110	Heliconius pardalinus butleri	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053890/ERR053890_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053890/ERR053890_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053890/ERR053890_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053890/ERR053890_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-269_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-269_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-269_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-butleri_09-269_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322878	ERS070266	ERX030939	ERR053891	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053891/ERR053891_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053891/ERR053891_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053891/ERR053891_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053891/ERR053891_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322878	ERS070266	ERX030940	ERR053892	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053892/ERR053892_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053892/ERR053892_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053892/ERR053892_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053892/ERR053892_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110314_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322878	ERS070266	ERX030941	ERR053893	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053893/ERR053893_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053893/ERR053893_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053893/ERR053893_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053893/ERR053893_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-396_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322944	ERS070267	ERX030942	ERR053894	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053894/ERR053894_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053894/ERR053894_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053894/ERR053894_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053894/ERR053894_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322944	ERS070267	ERX030943	ERR053895	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053895/ERR053895_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053895/ERR053895_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053895/ERR053895_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053895/ERR053895_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110314_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322944	ERS070267	ERX030944	ERR053896	1109112	Heliconius pardalinus ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053896/ERR053896_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053896/ERR053896_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053896/ERR053896_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053896/ERR053896_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus-ssp_09-397_110602_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322921	ERS070268	ERX030945	ERR053897	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053897/ERR053897_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053897/ERR053897_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053897/ERR053897_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053897/ERR053897_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322921	ERS070268	ERX030946	ERR053898	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053898/ERR053898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053898/ERR053898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053898/ERR053898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053898/ERR053898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-102_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322910	ERS070269	ERX030947	ERR053899	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053899/ERR053899_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053899/ERR053899_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053899/ERR053899_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053899/ERR053899_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322910	ERS070269	ERX030948	ERR053900	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053900/ERR053900_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053900/ERR053900_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053900/ERR053900_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053900/ERR053900_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-107_110614_1.fastq.gz		
